,Date,Text,Hashtags
9687,2022-04-04 11:50:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 11.13%. It was previously 11.18%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9688,2022-04-04 11:45:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 11.11%. It was previously 11.13%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9689,2022-04-04 11:45:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 9.02%. It was previously 9.03%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9690,2022-04-04 11:40:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.34%. It was previously 11.11%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9691,2022-04-04 11:40:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 9.21%. It was previously 9.02%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9692,2022-04-04 11:35:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 10.88%. It was previously 11.34%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9693,2022-04-04 11:30:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 8.82%. It was previously 8.83%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9694,2022-04-04 11:30:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 10.87%. It was previously 10.88%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9695,2022-04-04 11:28:39+00:00,#AAVE Soars 53% in Past Week Despite #Bitcoin's Drop,"['AAVE', 'Bitcoin']"
9696,2022-04-04 11:25:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 8.81%. It was previously 8.82%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9697,2022-04-04 11:25:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 10.86%. It was previously 10.87%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9698,2022-04-04 11:20:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 8.55%. It was previously 8.81%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9699,2022-04-04 11:20:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 10.53%. It was previously 10.86%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9700,2022-04-04 11:15:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 10.52%. It was previously 10.53%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9701,2022-04-04 11:15:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 8.54%. It was previously 8.55%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9702,2022-04-04 11:10:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 10.83%. It was previously 10.52%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9703,2022-04-04 11:10:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 8.79%. It was previously 8.54%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9704,2022-04-04 11:05:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 8.81%. It was previously 8.79%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9705,2022-04-04 11:05:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 10.85%. It was previously 10.83%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9706,2022-04-04 11:04:14+00:00,"#AAVE Soars 53% in Past Week Despite #Bitcoin 's Drop: Santiment
$BTC  $ETH
https://t.co/7OSfqXAg6i
#BTC #Ethereum #cryptocurrency #coindailynews #AAVE","['AAVE', 'Bitcoin', 'BTC', 'Ethereum', 'cryptocurrency', 'coindailynews', 'AAVE']"
9707,2022-04-04 11:00:01+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 8.97%. It was previously 8.81%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9708,2022-04-04 11:00:01+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.05%. It was previously 10.85%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9709,2022-04-04 10:55:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 11.04%. It was previously 11.05%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9710,2022-04-04 10:50:01+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.65%. It was previously 11.04%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9711,2022-04-04 10:50:01+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 9.46%. It was previously 8.97%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9712,2022-04-04 10:45:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.68%. It was previously 11.65%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9713,2022-04-04 10:40:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 9.31%. It was previously 9.49%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9714,2022-04-04 10:40:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 11.46%. It was previously 11.68%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9715,2022-04-04 10:35:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.49%. It was previously 11.46%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9716,2022-04-04 10:35:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 9.33%. It was previously 9.31%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9717,2022-04-04 10:30:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 9.32%. It was previously 9.33%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9718,2022-04-04 10:30:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 11.48%. It was previously 11.49%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9719,2022-04-04 10:25:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 9.41%. It was previously 9.32%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9720,2022-04-04 10:25:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.58%. It was previously 11.48%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9721,2022-04-04 10:21:12+00:00,"Another day another #BAKC to be won at @FODLfi 🔥
This boy is bloody awesome Bored Ape Kennel Club #8378. 
 #NFTGiveaway 🔥
Fingers crossed 🤑 
👉https://t.co/YPWUNx7rYR - announcements and more 
👉https://t.co/YORkKXg4C4👈

#FODL #NFT #BAYC #COMP #AAVE $FODL https://t.co/vdiqVC5sVJ","['BAKC', 'NFTGiveaway', 'FODL', 'NFT', 'BAYC', 'COMP', 'AAVE']"
9722,2022-04-04 10:20:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 11.67%. It was previously 11.58%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9723,2022-04-04 10:20:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 9.48%. It was previously 9.41%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9724,2022-04-04 10:15:01+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 11.5%. It was previously 11.67%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9725,2022-04-04 10:15:01+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 9.34%. It was previously 9.48%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9726,2022-04-04 10:10:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 12.26%. It was previously 11.5%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9727,2022-04-04 10:10:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 9.96%. It was previously 9.34%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9728,2022-04-04 10:05:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 12.54%. It was previously 12.26%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9729,2022-04-04 10:05:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 10.19%. It was previously 9.96%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9730,2022-04-04 10:00:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 10.72%. It was previously 10.19%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9731,2022-04-04 10:00:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 13.18%. It was previously 12.54%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9732,2022-04-04 09:55:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.3%. It was previously 10.72%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9733,2022-04-04 09:55:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 13.89%. It was previously 13.18%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9734,2022-04-04 09:55:00+00:00,"↓ Aave V2 Borrow APY for USDC on Polygon is 3.46%. It was previously 3.47%. 
#defiratealert  #Aave  #USDC  #Polygon","['defiratealert', 'Aave', 'USDC', 'Polygon']"
9735,2022-04-04 09:53:13+00:00,"Turn a portfolio into an NFT.
If you want to use an innovative platform to do so (and maybe get an air drop 🤗) feel free to mint your NFT copying my portfolio: https://t.co/DHjuljKvoN

Discord: https://t.co/rgSJ56vkUG

#NFTs #Polygon #Nested #AAVE #CRV #airdrop #RandomHTatTheEnd","['NFTs', 'Polygon', 'Nested', 'AAVE', 'CRV', 'airdrop', 'RandomHTatTheEnd']"
9736,2022-04-04 09:50:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.86%. It was previously 13.89%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9737,2022-04-04 09:50:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.28%. It was previously 11.3%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9738,2022-04-04 09:45:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 13.89%. It was previously 13.86%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9739,2022-04-04 09:45:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.3%. It was previously 11.28%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9740,2022-04-04 09:40:01+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 13.93%. It was previously 13.89%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9741,2022-04-04 09:40:01+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.34%. It was previously 11.3%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9742,2022-04-04 09:35:26+00:00,"JUST IN: #Ethereum reaches ‘ Make or Break’ Resistance Level 
#BTCUSDT #100xgem #1000xgem #BTC #MANA #AAVE #AVAX #LTC #NFTs","['Ethereum', 'BTCUSDT', '100xgem', '1000xgem', 'BTC', 'MANA', 'AAVE', 'AVAX', 'LTC', 'NFTs']"
9743,2022-04-04 09:35:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.2%. It was previously 13.93%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9744,2022-04-04 09:35:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.56%. It was previously 11.34%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9745,2022-04-04 09:32:40+00:00,AAVE Soars 53% in Past Week Despite Bitcoin's Drop: Santiment #ActaDi #AAVE #Aave https://t.co/3EcCBYNebV,"['ActaDi', 'AAVE', 'Aave']"
9746,2022-04-04 09:30:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.62%. It was previously 14.2%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9747,2022-04-04 09:30:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.08%. It was previously 11.56%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9748,2022-04-04 09:28:48+00:00,#AAVE Soars 53% in Past Week Despite #Bitcoin's Drop,"['AAVE', 'Bitcoin']"
9749,2022-04-04 09:25:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.06%. It was previously 11.08%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9750,2022-04-04 09:25:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.6%. It was previously 13.62%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9751,2022-04-04 09:20:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.44%. It was previously 13.6%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9752,2022-04-04 09:20:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 10.93%. It was previously 11.06%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9753,2022-04-04 09:15:00+00:00,"↑ Aave V2 Borrow APY for USDC on Polygon is 3.47%. It was previously 3.46%. 
#defiratealert  #Aave  #USDC  #Polygon","['defiratealert', 'Aave', 'USDC', 'Polygon']"
9754,2022-04-04 09:15:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.9%. It was previously 13.44%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9755,2022-04-04 09:15:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 12.13%. It was previously 10.93%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9756,2022-04-04 09:10:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.73%. It was previously 14.9%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9757,2022-04-04 09:10:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 12%. It was previously 12.13%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9758,2022-04-04 09:05:01+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.67%. It was previously 14.73%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9759,2022-04-04 09:05:01+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.95%. It was previously 12%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9760,2022-04-04 09:02:06+00:00,Highest Gains 🚀 #waves #AAVE #stepn https://t.co/ZXiaLRvRP8,"['waves', 'AAVE', 'stepn']"
9761,2022-04-04 09:00:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.96%. It was previously 11.95%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9762,2022-04-04 09:00:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.68%. It was previously 14.67%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9763,2022-04-04 08:55:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 12.21%. It was previously 11.96%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9764,2022-04-04 08:55:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.98%. It was previously 14.68%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9765,2022-04-04 08:54:26+00:00,"Top 5 cryptocurrencies to watch this week! #BTC #VET
#THETA #RUNE #AAVE 👇 https://t.co/1jipTbpCVP","['BTC', 'VET', 'THETA', 'RUNE', 'AAVE']"
9766,2022-04-04 08:50:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.99%. It was previously 12.21%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9767,2022-04-04 08:50:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.72%. It was previously 14.98%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9768,2022-04-04 08:50:00+00:00,"↑ Aave V2 Deposit APY for USDC on Polygon is 2.38%. It was previously 2.37%. 
#defiratealert  #Aave  #USDC  #Polygon","['defiratealert', 'Aave', 'USDC', 'Polygon']"
9769,2022-04-04 08:45:04+00:00,Discussion in the #AAVE governance forum to extend the protocol safety module coverage to #polygon and #AVAX https://t.co/8fBvjSIE59,"['AAVE', 'polygon', 'AVAX']"
9770,2022-04-04 08:45:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.77%. It was previously 14.72%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9771,2022-04-04 08:45:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.21%. It was previously 11.99%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9772,2022-04-04 08:40:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.74%. It was previously 13.77%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9773,2022-04-04 08:40:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.18%. It was previously 11.21%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9774,2022-04-04 08:35:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.38%. It was previously 13.74%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9775,2022-04-04 08:35:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.71%. It was previously 11.18%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9776,2022-04-04 08:30:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.33%. It was previously 14.38%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9777,2022-04-04 08:30:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.67%. It was previously 11.71%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9778,2022-04-04 08:25:01+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.23%. It was previously 14.33%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9779,2022-04-04 08:25:01+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.58%. It was previously 11.67%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9780,2022-04-04 08:20:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.02%. It was previously 11.58%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9781,2022-04-04 08:20:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.54%. It was previously 14.23%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9782,2022-04-04 08:15:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.52%. It was previously 13.54%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9783,2022-04-04 08:13:31+00:00,"Best Performers of the week 

Find more on our dedicated page: https://t.co/uR44VKi1A0👈

#DNT #SKL #ZIL #WAVES #AAVE #altcoins #District0x #SkaleNetwork #Zilliqa #Waves #Aave https://t.co/zdrKudofHN","['DNT', 'SKL', 'ZIL', 'WAVES', 'AAVE', 'altcoins', 'District0x', 'SkaleNetwork', 'Zilliqa', 'Waves', 'Aave']"
9784,2022-04-04 08:05:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.04%. It was previously 11%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9785,2022-04-04 08:05:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 13.57%. It was previously 13.52%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9786,2022-04-04 08:00:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 13.42%. It was previously 13.57%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9787,2022-04-04 08:00:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 10.92%. It was previously 11.04%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9788,2022-04-04 07:55:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.09%. It was previously 13.42%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9789,2022-04-04 07:55:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.47%. It was previously 10.92%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9790,2022-04-04 07:50:01+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.18%. It was previously 14.09%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9791,2022-04-04 07:50:01+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.54%. It was previously 11.47%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9792,2022-04-04 07:46:03+00:00,"$OCEAN $AAVE $ZEC H2
BEST Trading Indicator is one of those tools that will help you make smarter decisions about your investments by giving you an edge over other traders who aren’t using it. It gives high quality signals !
#ocean #Aave  #Zcash #bti

https://t.co/ptEoRUaCDC https://t.co/KnlnHqvrx7","['ocean', 'Aave', 'Zcash', 'bti']"
9793,2022-04-04 07:45:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.75%. It was previously 11.54%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9794,2022-04-04 07:45:00+00:00,"↑ Aave V2 Deposit APY for DAI on Polygon is 1.18%. It was previously 1.17%. 
#defiratealert  #Aave  #DAI  #Polygon","['defiratealert', 'Aave', 'DAI', 'Polygon']"
9795,2022-04-04 07:45:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.43%. It was previously 14.18%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9796,2022-04-04 07:40:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.68%. It was previously 11.75%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9797,2022-04-04 07:40:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.34%. It was previously 14.43%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9798,2022-04-04 07:35:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.81%. It was previously 11.68%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9799,2022-04-04 07:35:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.5%. It was previously 14.34%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9800,2022-04-04 07:30:00+00:00,"↓ Aave V2 Deposit APY for USDT on Polygon is 11.66%. It was previously 11.81%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9801,2022-04-04 07:30:00+00:00,"↓ Aave V2 Borrow APY for USDT on Polygon is 14.32%. It was previously 14.5%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9802,2022-04-04 07:25:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.72%. It was previously 11.66%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9803,2022-04-04 07:25:00+00:00,"↑ Aave V2 Borrow APY for USDT on Polygon is 14.39%. It was previously 14.32%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
9804,2022-04-04 07:20:00+00:00,"↑ Aave V2 Deposit APY for USDT on Polygon is 11.74%. It was previously 11.72%. 
#defiratealert  #Aave  #USDT  #Polygon","['defiratealert', 'Aave', 'USDT', 'Polygon']"
